INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	STRING	INT
110711	下列选项中，属于“五行相生”的是？	水克火	土克水	金生水	#	#	#	-1	-1	1	-1	-1	-1	杂艺百科	4
110712	下列选项中，属于“五行相克”的是？	木生火	水生木	水克火	#	#	#	-1	-1	1	-1	-1	-1	杂艺百科	4
110713	下列选项中，属于“五行相克”的是？	火生土	木生火	火克金	#	#	#	-1	-1	1	-1	-1	-1	杂艺百科	4
110714	下列选项中，属于“五行相克”的是？	土生金	火生土	金克木	#	#	#	-1	-1	1	-1	-1	-1	杂艺百科	4
110715	下列选项中，属于“五行相克”的是？	金生水	土生金	木克土	#	#	#	-1	-1	1	-1	-1	-1	杂艺百科	4
110716	下列选项中，属于“五行相克”的是？	水生木	金生水	土克水	#	#	#	-1	-1	1	-1	-1	-1	杂艺百科	4
110717	在中医理论中，具体到人体，阴指人的？	内在的修养	外表的气质	形体，器官，四肢百骸，以及血津液等物质存在	#	#	#	-1	-1	1	-1	-1	-1	杂艺百科	4
110718	在中医理论中，具体到人体，阳指人的？	外表的气质	内在的修养	各器官，各部位的功能	#	#	#	-1	-1	1	-1	-1	-1	杂艺百科	4
110719	三国吴国末年我国首次进行了烧死的动物试验，发现了生前烧死与死后烧尸的初步鉴别法。请问主持这次鉴定试验的是，时任吴国句章令的：	张敬轩	张学友	张举	#	#	#	-1	-1	1	-1	-1	-1	杂艺百科	4
110720	花间一壶酒，独酌无相亲。举杯邀明月，对影成____人。	一	二	三	#	#	#	-1	-1	1	-1	-1	-1	古诗对句	5
110721	会当淩绝顶，一览众山____。	大	小	无	#	#	#	-1	1	-1	-1	-1	-1	古诗对句	5
110722	十觞亦不醉，感子故意长。明日隔山岳，________。	世事两茫茫	一举累十觞	驱儿罗酒浆	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110723	合昏尚知时，鸳鸯不独宿。但见新人笑，那闻____人哭！	新	旧	老	#	#	#	-1	1	-1	-1	-1	-1	古诗对句	5
110724	请将下列句子中缺少的字填上：几日行云何处去？忘了归来，不道（）将暮。	春	夜	秋	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110725	请将下列句子中缺少的字填上：百草千花寒食路，香车系在谁家（）。	柱	树	院	#	#	#	-1	1	-1	-1	-1	-1	选字填词	4
110726	请将下列句子中缺少的字填上：把酒祝东风，且共从容，垂杨紫陌洛城（）。	西	东	南	#	#	#	-1	1	-1	-1	-1	-1	选字填词	4
110727	请将下列句子中缺少的字填上：池外轻（）池上雨，雨声滴碎荷声。	雷	风	雪	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110728	请将下列句子中缺少的字填上：小楼西角断虹明，阑干倚处，待得月华（）。	生	升	声	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110729	请将下列句子中缺少的字填上：阑干十二独凭春，晴碧远连（）。千里万里，二月三月，行色苦愁人。	云	天	山	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110730	请将下列句子中缺少的字填上：人生自是有情痴，此（）不关风与月。	情	恨	事	#	#	#	-1	1	-1	-1	-1	-1	选字填词	4
110731	请将下列句子中缺少的字填上：烟霏霏，风凄凄，重倚朱门听马（），寒鸥相对飞。	鸣	嘶	啸	#	#	#	-1	1	-1	-1	-1	-1	选字填词	4
110732	请将下列句子中缺少的字填上：苹满溪，柳绕堤，相送行人溪水西，回时陇月（）。	低	落	升	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110733	请将下列句子中缺少的字填上：思往事，惜流芳，易成（）。拟歌先敛，欲笑还颦，最断人肠。	愁	往	伤	#	#	#	-1	-1	1	-1	-1	-1	选字填词	4
110734	请将下列句子中缺少的字填上：天与（）光，转转情伤，探金英知近重阳。	水	月	秋	#	#	#	-1	-1	1	-1	-1	-1	选字填词	4
110735	请将下列句子中缺少的字填上：藤床纸帐朝（）起，说不尽、无佳思。	昼	夜	眠	#	#	#	-1	-1	1	-1	-1	-1	选字填词	4
110736	请将下列句子中缺少的字填上：惊起却回头，有恨无人（）。拣尽寒枝不肯栖，寂寞沙洲冷。	省	问	管	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110737	请将下列句子中缺少的字填上：蔌蔌衣巾落枣花，村南村北响缫车。牛衣古柳卖（）瓜。	西	南	黄	#	#	#	-1	-1	1	-1	-1	-1	选字填词	4
110738	请将下列句子中缺少的字填上：山下兰芽短浸溪，松间沙路净无（）。	尘	泥	土	#	#	#	-1	1	-1	-1	-1	-1	选字填词	4
110739	请将下列句子中缺少的字填上：落日（）金，暮云合璧，人在何处？	熔	销	烁	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110740	请将下列句子中缺少的字填上：酒（）路长惟欲睡，日高人渴漫思茶，敲门试问野人家。	困	撒	饮	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110741	请将下列句子中缺少的字填上：玉盆纤手弄清（），琼珠碎却圆。	影	泉	水	#	#	#	-1	1	-1	-1	-1	-1	选字填词	4
110742	请将下列句子中缺少的字填上：待得群花过后，一番风露晓妆（）。	新	红	前	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110743	请将下列句子中缺少的字填上：禁幄低张，雕栏巧护，就中独占残（）。	春	秋	冬	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110744	请将下列句子中缺少的字填上：恨潇潇、无情风雨，夜来揉损（）肌。	柔	琼	玉	#	#	#	-1	1	-1	-1	-1	-1	选字填词	4
110745	请将下列句子中缺少的字填上：韩令偷香，徐娘傅粉，莫将比拟未新奇，细看取、屈平陶令，风韵（）相宜。	正	可	皆	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110746	请将下列句子中缺少的字填上：林断山明（）隐墙，乱蝉衰草小池塘。	风	竹	空	#	#	#	-1	1	-1	-1	-1	-1	选字填词	4
110747	请将下列句子中缺少的字填上：翻空白鸟时时见，照水红蕖细细（）。	鸣	香	说	#	#	#	-1	1	-1	-1	-1	-1	选字填词	4
110748	请将下列句子中缺少的字填上：渐秋阑，雪清玉瘦，向（）无限依依。	人	山	前	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110749	请将下列句子中缺少的字填上：殷勤昨夜三更雨，又得浮生一日（）。	爽	凉	闲	#	#	#	-1	1	-1	-1	-1	-1	选字填词	4
110750	请将下列句子中缺少的字填上：村舍外，古城旁，杖藜徐步（）斜阳。	转	照	射	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110751	请将下列句子中缺少的字填上：夜阑风静欲归（），惟有一江明月碧琉璃。	时	处	去	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110752	请将下列句子中缺少的字填上：朗月清风，浓烟暗雨，天（）憔悴瘦芳姿。	教	让	叫	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110753	请将下列句子中缺少的字填上：回首向来萧瑟处，归去，也无风雨也无（）。	晴	风	泥	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110754	请将下列句子中缺少的字填上：莫听穿林（）叶声，何妨吟啸且徐行。	落	打	擦	#	#	#	-1	1	-1	-1	-1	-1	选字填词	4
110755	请将下列句子中缺少的字填上：（）有楼前流水，应念我、终日凝眸。	惟	只	独	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110756	请将下列句子中缺少的字填上：莫恨黄花未（），且教红粉相扶。	开	吐	蕊	#	#	#	-1	1	-1	-1	-1	-1	选字填词	4
110757	请将下列句子中缺少的字填上：南枝可插，更须频（），莫待西楼，数声羌管。	剪	修	顾	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110758	请将下列句子中缺少的字填上：坐上客来，尊前酒满，歌声共水流云（）。	断	逝	去	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110759	请将下列句子中缺少的字填上：当年（）马会东徐，今日凄凉南浦。	骑	戏	怒	#	#	#	-1	1	-1	-1	-1	-1	选字填词	4
110760	请将下列句子中缺少的字填上：酒阑不必看茱萸，俯仰人间（）。	百事	今古	古今	#	#	#	-1	1	-1	-1	-1	-1	选字填词	4
110761	请将下列句子中缺少的字填上：江楼楚馆，云间水（）。清昼永，凭栏翠帘低卷。	远	长	清	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110762	请将下列句子中缺少的字填上：坐上客来，尊前（）满，歌声共水流云断。	酒	茶	盏	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110763	请将下列句子中缺少的字填上：吹箫人去玉楼空，肠断与谁同（）？	倚	诉	愁	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110764	请将下列句子中缺少的字填上：笛声三弄，（）心惊破，多少春情意。	梅	人	鹿	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110765	请将下列句子中缺少的字填上：障泥未解玉骢骄，我欲（）眠芳草。	长	醉	就	#	#	#	-1	1	-1	-1	-1	-1	选字填词	4
110766	请将下列句子中缺少的字填上：可惜一溪风月，莫教踏（）琼瑶。	破	碎	开	#	#	#	-1	1	-1	-1	-1	-1	选字填词	4
110767	请将下列句子中缺少的字填上：香冷金猊，被翻红浪，起来（）自梳头。	慵	尚	独	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110768	请将下列句子中缺少的字填上：落日熔金，暮云合璧，人在何处？染柳烟浓，吹梅笛怨，春意知（）许？	几	少	多	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110769	请将下列句子中缺少的字填上：东城边，（）陌上，正日烘池馆，竞走香轮.	西	南	阡	#	#	#	-1	1	-1	-1	-1	-1	选字填词	4
110770	请将下列句子中缺少的字填上：三杯两盏（）酒，怎敌他、晚来风急？雁过也，正伤心，却是旧时相识。	淡	浊	清	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110771	请将下列句子中缺少的字填上：草际鸣蛩，惊落梧桐，正人间、天上（）浓。	愁	夜	云	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110772	请将下列句子中缺少的字填上：回首乱山横，不见居人只见（）。	城	愁	山	#	#	#	1	-1	-1	-1	-1	-1	选字填词	4
110773	金庸大侠总共写了多少本武侠小说？	1	15	80	#	#	#	-1	1	-1	-1	-1	-1	金庸武学	4
110774	蹴鞠比赛要求玩家等级最低多少级？	30	80	5	#	#	#	1	-1	-1	-1	-1	-1	金庸武学	4
110775	《天龙八部》段誉的亲爹是谁？	段延庆	萧远山	慕容博	#	#	#	1	-1	-1	-1	-1	-1	金庸武学	4
110776	《天龙八部》段誉最爱的女人是谁？	钟丽缇	朱茵	王语嫣	#	#	#	-1	-1	1	-1	-1	-1	金庸武学	4
110777	《天龙八部》萧峰经常使的武功是什么？	降狗十八掌	打虫棒	降龙十八掌	#	#	#	-1	-1	1	-1	-1	-1	金庸武学	4
110778	金庸大侠原名什么？	查良镛	刘德华	陈道明	#	#	#	1	-1	-1	-1	-1	-1	金庸武学	4
110779	《天龙八部》阿朱是被谁打死的？	李世民	朱元璋	萧峰	#	#	#	-1	-1	1	-1	-1	-1	金庸武学	4
110780	《天龙八部》的背景是什么朝代？	北宋	民国	新中国	#	#	#	1	-1	-1	-1	-1	-1	金庸武学	4
110781	《天龙八部》虚竹的梦中情人是谁？	西夏公主	赵雅芝	关之琳	#	#	#	1	-1	-1	-1	-1	-1	金庸武学	4
110782	《天龙八部》段誉最擅长的逃跑神功是什么？	踏雪无痕	淩波微步	筋斗云	#	#	#	-1	1	-1	-1	-1	-1	金庸武学	4
110783	《天龙八部》大理段氏密不外传的功夫是什么？	六脉神剑	打狗棒	如来佛掌	#	#	#	1	-1	-1	-1	-1	-1	金庸武学	4
110784	____鸟飞绝，万径人踪灭。孤舟蓑笠翁，独钓寒江雪。	千山	万山	东山	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110785	寥落古行宫，宫花寂寞红。白头宫女在，闲坐说____。	玄宗	高宗	唐宗	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110786	敢将十指夸针巧，不把双眉斗画长。苦恨年年压金线，__________。	为他人作嫁衣裳	为他人作嫁婚纱	为他人作结婚装	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110787	空山不见人，但闻人语响。返景入深林，复照_____上。	青苔	青草	树叶	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110788	松下问童子，言师采药去。只在此山中，__________。	云深不知处	山深不知处	不知去何处	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110789	独坐幽篁里，弹琴复长啸。深林人不知，____来相照。	明月	明日	美人	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110790	__________，豆在釜中泣。本是同根生，相煎何太急。	煮豆燃豆萁	煮豆不拨皮	煮豆拨豆皮	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110791	君家何处住，妾住在横塘。停船暂借问，或恐是____。	同乡	老乡	家乡	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110792	君问归期未有期，巴山夜雨涨秋池。何当共剪____烛，却话巴山夜雨时。	西窗	南窗	北窗	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110793	为有云屏无限娇，凤城寒尽怕春宵。__________，辜负香衾事早朝。	无端嫁得金龟婿	无端嫁得王老五	无端嫁得大款婿	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110794	回乐峰前沙似雪，受降城外月如霜。不知何处吹芦管，__________。	一夜征人尽望乡	可怜飞燕倚新妆	青春作伴好还乡	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110795	云母屏风烛影深，长河渐落晓星沈。嫦娥应悔偷灵药，__________。	碧海青天夜夜心	云雨难忘日月新	犹是深闺梦里人	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110796	誓扫匈奴不顾身，五千貂锦丧胡尘。可怜无定河边骨，__________	犹是春闺梦里人	碧海青天夜夜心	云雨难忘日月新	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110797	嫁得瞿塘贾，朝朝误妾期。早知潮有信，__________。	嫁与弄潮儿	家书到隔年	旧好隔良缘	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110798	林暗草惊风，将军夜引弓。平明寻白羽，__________。	没在石棱中	大雪满弓刀	雷鼓动山川	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110799	月黑雁飞高，单于夜遁逃。欲将轻骑逐，__________。	大雪满弓刀	没在石棱中	雷鼓动山川	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110800	少小离家老大回，乡音无改鬓毛衰。____相见不相识，笑问客从何处来。	儿童	老乡	小孩	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110801	独在异乡为异客，__________。遥知兄弟登高处，遍插茱萸少一人。	每逢佳节倍思亲	淡扫蛾眉朝至尊	景阳宫井又何人	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110802	朱雀桥边野草花，乌衣巷口夕阳斜。旧时王谢堂前____，飞入寻常百姓家。	燕	鸟	雀	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110803	宣室求贤访逐臣，贾生才调更无伦。可怜夜半虚前席，__________。	不问苍生问鬼神	碧海青天夜夜心	犹是深闺梦里人	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110804	闺中少妇不知愁，春日凝妆上翠楼。忽见陌头杨柳色，__________。	悔教夫婿觅封侯	蜻蜓飞上玉搔头	深锁春光一院愁	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110805	免被花迷，不为酒困，到处惺惺地。饱来觅睡，__________。	睡起逢场作戏	戏衫脱与呆底	倩他双翠衔去	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110806	__________，燕然未勒归无计。	浊酒一杯家万里	衡阳雁去无留意	四面边声连角起	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110807	羌管悠悠霜满地。人不寐。__________。	将军白发征夫泪	衡阳雁去无留意	四面边声连角起	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110808	笙歌散尽游人去，始觉春空。垂下帘栊。__________。	双燕归来细雨中	垂柳阑干尽日风	惊起沙禽掠岸飞	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110809	长江东。长江西。两岸鸳鸯两处飞。__________。	相逢知几时	寒鸥相对飞	回时陇月低	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110810	江南蝶，斜日一双双。身似何郎全傅粉，心如韩寿爱偷香，_________。	天赋与轻狂	长是为花忙	斜日一双双	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110811	清晨帘幕卷轻霜。呵手试梅妆。都缘自有离恨，__________。	故画作远山长	最断人肠	天赋与轻狂	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110812	画堂雅宴。一抹朱弦初入遍。慢捻轻笼。__________。	玉指纤纤嫩剥葱	细似轻丝渺似波	满坐迷魂酒半醺	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110813	水浸秋天风皱浪。缥缈仙舟，只似秋天上。和露采莲愁一饷。__________。	看花却是啼妆样	江头有个人想望	芳心只共丝争乱	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110814	__________。君恩近许归田垄。今日一觞难得共。聊对捧。官奴为我高歌送。	顾我薄才无可用	四纪才名天下重	定册功成身退勇	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110815	尊前拟把归期说。未语春容先惨咽。人生自是有情痴，__________。	此恨不关风与月	始共春风容易别	禁断六街清夜月	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110816	燕鸿过后春归去。细算浮生千万绪。来如春梦几多时，__________。	去似朝云无觅处	烂醉花间应有数	不奈金风兼玉露	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110817	轻无管系狂无数。水畔花飞风里絮。算伊浑似薄情郎，__________。	去便不来来便去	又是天涯初日暮	飘荡轻于花上絮	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110818	畏日亭亭残蕙炷。傍帘乳燕双飞去。碧碗敲冰倾玉处。__________。故人风快凉轻度。	朝与暮	风兼露	香满袖	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110819	聚散苦匆匆。此恨无穷。今年花胜去年红。__________，知与谁同。	可惜明年花更好	总是当时携手处	垂杨紫陌洛城东	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110820	西塞山前白鹭飞，________。青箬笠，绿蓑衣，斜风细雨不须归。	桃花流水鳜鱼肥	梨花流水鳜鱼肥	桃花流水鲤鱼肥	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110821	耕者忘其犁，锄者忘其锄。来归相怒怨，但坐观____。	罗敷	芙蓉	美女	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110822	东风未肯入东门，走马还寻去岁春。人似秋鸿来有信，________。	事如春梦了无痕	故人不用赋招魂	醉倒自谓吾符神	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110823	郊原晓绿初经雨，巷陌春阴乍禁烟。副使官闲莫惆怅，________。	酒钱犹有撰碑钱	白雨跳珠乱入船	望湖楼下水如天	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110824	横看成岭侧成峰，远近高低各不同。不识____真面目，只缘身在此山中。	庐山	黄山	泰山	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110825	骑牛远远过前村，短笛横吹隔陇闻。多少长安名利客，________。	机关用尽不如君	不须檀板共金尊	暗香浮动月黄昏	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110826	芳摇落独暄妍，占尽风情向小园。疏影横斜水清浅，________。	暗香浮动月黄昏	粉蝶如知合断魂	不须檀板共金尊	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110827	我居北海君南海，寄雁传书谢不能。桃李春风一杯酒，________。	江湖夜雨十年灯	此心吾与白鸥盟	澄江一道月分明	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110828	油壁香车不再逢，峡云无迹任西东。________，柳絮池塘淡淡风。	梨花院落溶溶月	长宵且秉欢游去	佳人盼影横哀柱	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110829	功名富贵两蜗角，________。百体观来身是幻，万夫争处首先回。	险阻艰难一酒杯	隔溪猿哭瘴烟滕	寄雁传书谢不能	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110830	枕中云气千峰近，床底松声万壑哀。要看银山拍天浪，________。	开窗放入大江来	花如遗恨不重开	雨气却随潮信来	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
110831	山似故人堪对饮，________。雪篱风榭年年事，辜负风光取次回。	花如遗恨不重开	开窗放入大江来	雨气却随潮信来	#	#	#	1	-1	-1	-1	-1	-1	古诗对句	5
