INT	INT	STRING	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1039	274	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1040	274	钱庄	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	104	32	50	68	86	10000	18000	32400	58300	105000
1041	274	校场	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1042	274	米仓	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1043	274	书房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1044	274	医舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1045	274	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1046	274	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1047	274	厢房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1048	274	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1049	274	锻台	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1050	274	城墙	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1051	275	县衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1052	275	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1053	275	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1054	275	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1055	275	钱庄	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	105	33	51	69	87	10000	18000	32400	58300	105000
1056	275	校场	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1057	275	米仓	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1058	275	书房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1059	275	医舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1060	275	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1061	275	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1062	275	厢房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1063	275	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1064	275	锻台	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1065	275	城墙	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1066	276	县衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1067	276	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1068	276	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1069	276	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1070	276	钱庄	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	106	34	52	70	88	10000	18000	32400	58300	105000
1071	276	校场	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1072	276	米仓	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1073	276	书房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1074	276	医舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1075	276	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1076	276	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1077	276	厢房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1078	276	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1079	276	锻台	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1080	276	城墙	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1081	277	县衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1082	277	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1083	277	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1084	277	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1085	277	钱庄	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	89	17	35	53	71	10000	18000	32400	58300	105000
1086	277	校场	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1087	277	米仓	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1088	277	书房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1089	277	医舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1090	277	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1091	277	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1092	277	厢房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1093	277	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1094	277	锻台	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1095	277	城墙	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1096	278	县衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1097	278	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1098	278	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1099	278	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1100	278	钱庄	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	90	18	36	54	72	10000	18000	32400	58300	105000
1101	278	校场	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1102	278	米仓	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1103	278	书房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1104	278	医舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1105	278	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1106	278	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1107	278	厢房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1108	278	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1109	278	锻台	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1110	278	城墙	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1111	279	县衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1112	279	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1113	279	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1114	279	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1115	279	钱庄	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	91	19	37	55	73	10000	18000	32400	58300	105000
1116	279	校场	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1117	279	米仓	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1118	279	书房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1119	279	医舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1120	279	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1121	279	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1122	279	厢房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1123	279	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1124	279	锻台	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1125	279	城墙	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1126	280	县衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1127	280	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1128	280	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1129	280	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1130	280	钱庄	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	92	20	38	56	74	10000	18000	32400	58300	105000
1131	280	校场	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1132	280	米仓	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1133	280	书房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1134	280	医舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1135	280	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1136	280	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1137	280	厢房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1138	280	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1139	280	锻台	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1140	280	城墙	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1141	281	县衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1142	281	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1143	281	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1144	281	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1145	281	钱庄	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	93	21	39	57	75	10000	18000	32400	58300	105000
1146	281	校场	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1147	281	米仓	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1148	281	书房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1149	281	医舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1150	281	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1151	281	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1152	281	厢房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1153	281	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1154	281	锻台	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1155	281	城墙	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1156	282	县衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1157	282	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1158	282	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1159	282	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1160	282	钱庄	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	94	22	40	58	76	10000	18000	32400	58300	105000
1161	282	校场	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1162	282	米仓	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1163	282	书房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1164	282	医舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1165	282	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1166	282	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1167	282	厢房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1168	282	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1169	282	锻台	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1170	282	城墙	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1171	283	县衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1172	283	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1173	283	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1174	283	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1175	283	钱庄	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	95	23	41	59	77	10000	18000	32400	58300	105000
1176	283	校场	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1177	283	米仓	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1178	283	书房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1179	283	医舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1180	283	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1181	283	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1182	283	厢房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1183	283	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1184	283	锻台	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1185	283	城墙	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1186	284	县衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1187	284	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1188	284	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1189	284	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1190	284	钱庄	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	96	24	42	60	78	10000	18000	32400	58300	105000
1191	284	校场	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1192	284	米仓	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1193	284	书房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1194	284	医舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1195	284	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1196	284	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1197	284	厢房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1198	284	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1199	284	锻台	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1200	284	城墙	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1201	285	县衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1202	285	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1203	285	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1204	285	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1205	285	钱庄	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	97	25	43	61	79	10000	18000	32400	58300	105000
1206	285	校场	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1207	285	米仓	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1208	285	书房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1209	285	医舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1210	285	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1211	285	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1212	285	厢房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1213	285	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1214	285	锻台	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1215	285	城墙	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1216	286	县衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1217	286	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1218	286	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1219	286	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1220	286	钱庄	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	98	26	44	62	80	10000	18000	32400	58300	105000
1221	286	校场	15	7	0	5500 400 -200	1 0 0 0	14	15	16	17	-1	-1	-1	-1	-1	-1	9000	15300	26000	44200	75200
1222	286	米仓	7	8	0	3300 0 -1200	1 0 0 0	18	19	20	21	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1223	286	书房	13	9	0	-2100 0 -1800	1 0 0 0	22	23	24	25	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1224	286	医舍	10	11	0	-4800 400 600	1 0 0 0	26	27	28	-1	-1	-1	11	12	13	-1	0	0	20000	26000	33800
1225	286	集坊	9	12	0	-5700 400 -700	1 0 0 0	30	31	32	33	-1	-1	-1	-1	-1	-1	9000	11700	15200	19800	25700
1226	286	酒肆	2	13	0	-5900 800 -2400	1 0 0 0	34	35	36	-1	-1	-1	14	15	16	-1	0	0	20000	26000	33800
1227	286	厢房	1	14	0	-5900 800 -3900	1 0 0 0	38	39	40	41	-1	-1	-1	-1	-1	-1	9000	9900	10900	12000	13200
1228	286	武具	6	15	0	-5300 800 -6000	1 0 0 0	42	43	44	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1229	286	锻台	5	16	0	-3300 800 -5500	1 0 0 0	46	47	48	49	-1	1	2	3	4	5	9000	11700	15200	19800	25700
1230	286	城墙	8	17	0	400 0 1000	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1231	287	县衙	0	1	0	400 1200 -5600	1 0 0 0	72	73	74	75	-1	-1	-1	-1	-1	-1	20000	40000	80000	160000	320000
1232	287	大旗	17	2	0	400 1200 -3600	1 0 0 0	1	1	1	1	-1	-1	-1	-1	-1	-1	0	0	0	0	0
1233	287	武坊	11	4	0	3900 800 -5700	1 0 0 0	2	3	4	5	-1	6	7	8	9	10	9000	15300	26000	44200	75200
1234	287	防具	4	5	0	5900 800 -5900	1 0 0 0	6	7	8	-1	-1	-1	-1	-1	-1	-1	0	0	15000	18000	21600
1235	287	钱庄	3	6	0	5900 800 -4200	1 0 0 0	10	11	12	13	-1	99	27	45	63	81	10000	18000	32400	58300	105000
