INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT
690	五火七禽扇图样	10204017	1	46	1	20308047	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	1	-1	-1	我填了	7	0
691	风摆棕榈图样	10204018	1	46	1	20308048	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	1	-1	-1	我填了	7	0
692	定风波图样	10204019	1	46	1	20308049	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	1	-1	-1	我填了	7	0
693	凤雏图样	10204020	1	46	1	20308050	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	1	-1	-1	我填了	7	0
694	#cFF0000四叶轨图样	10205026	1	46	1	20308171	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	1	-1	-1	我填了	7	0
695	#cFF0000锦瑟璧图样	10205027	1	46	1	20308172	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	1	-1	-1	我填了	7	0
696	五行轮图样	10205013	1	46	1	20308053	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	1	-1	-1	我填了	7	0
697	天地金刚圈图样	10205014	1	46	1	20308054	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	1	-1	-1	我填了	7	0
698	摄星环图样	10205015	1	46	1	20308055	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	1	-1	-1	我填了	7	0
699	天络环图样	10205016	1	46	1	20308056	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	1	-1	-1	我填了	7	0
700	干坤圈图样	10205017	1	46	1	20308057	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	1	-1	-1	我填了	7	0
701	命运图样	10205018	1	46	1	20308058	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	1	-1	-1	我填了	7	0
702	探花图样	10205019	1	46	1	20308059	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	1	-1	-1	我填了	7	0
703	斩关图样	10205020	1	46	1	20308060	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	1	-1	-1	我填了	7	0
704	#cFF0000无道冠图样	10210066	1	47	1	20308173	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
705	#cFF0000皎月巾图样	10210067	1	47	1	20308174	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
706	绛麻帽图样	10210006	1	47	1	20308063	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
707	软绸帽图样	10210008	1	47	1	20308064	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
708	银锦冠图样	10210010	1	47	1	20308065	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
709	元灵冠图样	10210012	1	47	1	20308066	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
710	七星冠图样	10210014	1	47	1	20308067	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
711	引凤帽图样	10210016	1	47	1	20308068	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
712	沐水天冠图样	10210018	1	47	1	20308069	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
713	幻世圣巾图样	10210020	1	47	1	20308070	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
714	#cFF0000逍遥靴图样	10211066	1	47	1	20308179	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
715	#cFF0000开明靴图样	10211067	1	47	1	20308180	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
716	绛麻鞋图样	10211006	1	47	1	20308093	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
717	软绸鞋图样	10211008	1	47	1	20308094	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
718	银锦鞋图样	10211010	1	47	1	20308095	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
719	元灵鞋图样	10211012	1	47	1	20308096	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
720	七星鞋图样	10211014	1	47	1	20308097	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
721	引凤鞋图样	10211016	1	47	1	20308098	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
722	沐水天靴图样	10211018	1	47	1	20308099	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
723	幻世圣靴图样	10211020	1	47	1	20308100	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
724	#cFF0000婵娟护手图样	10212066	1	47	1	20308177	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
725	#cFF0000虔心护手图样	10212067	1	47	1	20308178	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
726	绛麻手套图样	10212006	1	47	1	20308083	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
727	软绸手套图样	10212008	1	47	1	20308084	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
728	银锦手套图样	10212010	1	47	1	20308085	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
729	元灵手套图样	10212012	1	47	1	20308086	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
730	七星手套图样	10212014	1	47	1	20308087	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
731	引凤手套图样	10212016	1	47	1	20308088	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
732	沐水手套图样	10212018	1	47	1	20308089	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
733	幻世手套图样	10212020	1	47	1	20308090	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
734	#cFF0000狮王锦袍图样	10213066	1	47	1	20308175	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	1	-1	-1	我填了	7	1
735	#cFF0000高昌袍图样	10213067	1	47	1	20308176	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	1	-1	-1	我填了	7	1
736	绛麻衣图样	10213006	1	47	1	20308073	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	1	-1	-1	我填了	7	1
737	软绸衣图样	10213008	1	47	1	20308074	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	1	-1	-1	我填了	7	1
738	银锦衣图样	10213010	1	47	1	20308075	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	1	-1	-1	我填了	7	1
739	元灵衣图样	10213012	1	47	1	20308076	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	1	-1	-1	我填了	7	1
740	七星锦服图样	10213014	1	47	1	20308077	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	1	-1	-1	我填了	7	1
741	引凤锦衣图样	10213016	1	47	1	20308078	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	1	-1	-1	我填了	7	1
742	沐水天衣图样	10213018	1	47	1	20308079	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	1	-1	-1	我填了	7	1
743	幻世魔衣图样	10213020	1	47	1	20308080	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	1	-1	-1	我填了	7	1
744	#cFF0000侍佛图样	10214026	1	47	1	20308187	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	1	-1	-1	我填了	7	1
745	#cFF0000归宿图样	10214027	1	47	1	20308188	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	1	-1	-1	我填了	7	1
746	绛麻腕图样	10214006	1	47	1	20308133	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	1	-1	-1	我填了	7	1
747	软绸腕图样	10214008	1	47	1	20308134	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	1	-1	-1	我填了	7	1
748	银锦腕图样	10214010	1	47	1	20308135	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	1	-1	-1	我填了	7	1
749	元灵腕图样	10214012	1	47	1	20308136	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	1	-1	-1	我填了	7	1
750	七星腕图样	10214014	1	47	1	20308137	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	1	-1	-1	我填了	7	1
751	引凤腕图样	10214016	1	47	1	20308138	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	1	-1	-1	我填了	7	1
752	沐水天腕图样	10214018	1	47	1	20308139	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	1	-1	-1	我填了	7	1
753	幻世魔腕图样	10214020	1	47	1	20308140	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	1	-1	-1	我填了	7	1
754	#cFF0000白石肩图样	10215026	1	47	1	20308189	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	1	-1	-1	我填了	7	1
755	#cFF0000日月肩图样	10215027	1	47	1	20308190	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	1	-1	-1	我填了	7	1
756	绛麻肩图样	10215006	1	47	1	20308143	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	1	-1	-1	我填了	7	1
757	软绸肩图样	10215008	1	47	1	20308144	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	1	-1	-1	我填了	7	1
758	银锦肩图样	10215010	1	47	1	20308145	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	1	-1	-1	我填了	7	1
759	元灵肩图样	10215012	1	47	1	20308146	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	1	-1	-1	我填了	7	1
760	七星肩图样	10215014	1	47	1	20308147	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	1	-1	-1	我填了	7	1
761	引凤肩图样	10215016	1	47	1	20308148	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	1	-1	-1	我填了	7	1
762	沐水天肩图样	10215018	1	47	1	20308149	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	1	-1	-1	我填了	7	1
763	幻世魔肩图样	10215020	1	47	1	20308150	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	1	-1	-1	我填了	7	1
764	#cFF0000示骨带图样	10221026	1	47	1	20308191	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	1	-1	-1	我填了	7	1
765	#cFF0000谪仙带图样	10221027	1	47	1	20308192	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	1	-1	-1	我填了	7	1
766	暗麟腰带图样	10221013	1	47	1	20308153	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	1	-1	-1	我填了	7	1
767	七星箍环图样	10221014	1	47	1	20308154	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	1	-1	-1	我填了	7	1
768	地灵环带图样	10221015	1	47	1	20308155	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	1	-1	-1	我填了	7	1
769	彻地环带图样	10221016	1	47	1	20308156	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	1	-1	-1	我填了	7	1
770	雾霓带图样	10221017	1	47	1	20308157	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	1	-1	-1	我填了	7	1
771	六艺腰环图样	10221018	1	47	1	20308158	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	1	-1	-1	我填了	7	1
772	催雪图样	10221019	1	47	1	20308159	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	1	-1	-1	我填了	7	1
773	步月图样	10221020	1	47	1	20308160	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	1	-1	-1	我填了	7	1
774	#cFF0000曼殊沙华图样	10220026	1	48	1	20308181	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	1	-1	-1	我填了	7	2
775	#cFF0000泣露链图样	10220027	1	48	1	20308182	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	1	-1	-1	我填了	7	2
776	两仪链图样	10220013	1	48	1	20308103	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	1	-1	-1	我填了	7	2
777	风川链图样	10220014	1	48	1	20308104	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	1	-1	-1	我填了	7	2
778	琉璃结图样	10220015	1	48	1	20308105	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	1	-1	-1	我填了	7	2
779	宣清束图样	10220016	1	48	1	20308106	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	1	-1	-1	我填了	7	2
780	阴阳链图样	10220017	1	48	1	20308107	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	1	-1	-1	我填了	7	2
781	勾魂铃图样	10220018	1	48	1	20308108	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	1	-1	-1	我填了	7	2
782	烈日图样	10220019	1	48	1	20308109	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	1	-1	-1	我填了	7	2
783	蝶恋图样	10220020	1	48	1	20308110	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	1	-1	-1	我填了	7	2
784	#cFF0000彼岸图样	10222026	1	48	1	20308183	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	1	-1	-1	我填了	7	2
785	#cFF0000吉祥夜图样	10222027	1	48	1	20308184	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	1	-1	-1	我填了	7	2
786	千合戒指图样	10222013	1	48	1	20308113	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	1	-1	-1	我填了	7	2
787	吉祥戒指图样	10222014	1	48	1	20308114	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	1	-1	-1	我填了	7	2
788	悬决图样	10222015	1	48	1	20308115	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	1	-1	-1	我填了	7	2
789	天影图样	10222016	1	48	1	20308116	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	1	-1	-1	我填了	7	2
790	八珍图样	10222017	1	48	1	20308117	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	1	-1	-1	我填了	7	2
791	百川图样	10222018	1	48	1	20308118	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	1	-1	-1	我填了	7	2
792	妖言图样	10222019	1	48	1	20308119	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	1	-1	-1	我填了	7	2
793	佛语图样	10222020	1	48	1	20308120	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	1	-1	-1	我填了	7	2
794	#cFF0000乌德护符图样	10223026	1	48	1	20308185	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	1	-1	-1	我填了	7	2
795	#cFF0000鹰翔纹章图样	10223027	1	48	1	20308186	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	1	-1	-1	我填了	7	2
796	玄蝶护符图样	10223013	1	48	1	20308123	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	1	-1	-1	我填了	7	2
797	暗丝护符图样	10223014	1	48	1	20308124	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	1	-1	-1	我填了	7	2
798	如蛟护符图样	10223015	1	48	1	20308125	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	1	-1	-1	我填了	7	2
799	云落护符图样	10223016	1	48	1	20308126	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	1	-1	-1	我填了	7	2
800	九涟图样	10223017	1	48	1	20308127	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	1	-1	-1	我填了	7	2
801	宿蛟图样	10223018	1	48	1	20308128	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	1	-1	-1	我填了	7	2
802	川暮图样	10223019	1	48	1	20308129	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	1	-1	-1	我填了	7	2
803	飞雪图样	10223020	1	48	1	20308130	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	1	-1	-1	我填了	7	2
804	#cFF0000漫沙冠图样	10210076	1	47	1	20308173	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
805	#cFF0000昆仑巾图样	10210077	1	47	1	20308174	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
806	锦鼠帽图样	10210026	1	47	1	20308063	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
807	灵狸帽图样	10210028	1	47	1	20308064	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
808	璧月帽图样	10210030	1	47	1	20308065	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
809	圣天帽图样	10210032	1	47	1	20308066	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
810	赤瑶帽图样	10210034	1	47	1	20308067	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
811	九霄帽图样	10210036	1	47	1	20308068	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
812	玄魄羽帽图样	10210038	1	47	1	20308069	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
813	噬麟圣冠图样	10210040	1	47	1	20308070	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	1	-1	-1	我填了	7	1
814	#cFF0000塔钟鞋图样	10211076	1	47	1	20308179	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
815	#cFF0000清修鞋图样	10211077	1	47	1	20308180	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
816	锦鼠履图样	10211026	1	47	1	20308093	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
817	地夕履图样	10211028	1	47	1	20308094	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
818	璧月履图样	10211030	1	47	1	20308095	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
819	圣天履图样	10211032	1	47	1	20308096	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
820	赤瑶履图样	10211034	1	47	1	20308097	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
821	九霄履图样	10211036	1	47	1	20308098	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
822	玄魄仙履图样	10211038	1	47	1	20308099	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
823	噬麟圣履图样	10211040	1	47	1	20308100	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	1	-1	-1	我填了	7	1
824	#cFF0000苦泉护手图样	10212076	1	47	1	20308177	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
825	#cFF0000戒律手图样	10212077	1	47	1	20308178	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
826	锦鼠护手图样	10212026	1	47	1	20308083	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
827	地夕护手图样	10212028	1	47	1	20308084	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
828	璧月护手图样	10212030	1	47	1	20308085	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
829	圣天护手图样	10212032	1	47	1	20308086	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
830	赤瑶护手图样	10212034	1	47	1	20308087	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
831	九霄护手图样	10212036	1	47	1	20308088	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
832	玄魄麟手图样	10212038	1	47	1	20308089	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
833	噬麟玄手图样	10212040	1	47	1	20308090	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	1	-1	-1	我填了	7	1
834	#cFF0000沼泽裘图样	10213076	1	47	1	20308175	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	1	-1	-1	我填了	7	1
835	#cFF0000生机裘图样	10213077	1	47	1	20308176	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	1	-1	-1	我填了	7	1
836	锦鼠裘图样	10213026	1	47	1	20308073	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	1	-1	-1	我填了	7	1
