INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
2132	16376	50	-1	8422	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1446	50	50	1441	50	50	14	1446	50	50	1441	50	50	14	11	-1	1614	538	16	-1	-1	-1	-1	1320	1320	1320	1320	1320	16	34	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2133	16497	50	-1	8484	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1457	50	50	1452	50	50	14	1457	50	50	1452	50	50	14	12	-1	1626	542	16	-1	-1	-1	-1	1330	1330	1330	1330	1330	16	34	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2134	16617	50	-1	8546	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1468	50	50	1463	50	50	14	1468	50	50	1463	50	50	14	13	-1	1638	546	16	-1	-1	-1	-1	1340	1340	1340	1340	1340	16	35	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2135	16738	50	-1	8608	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1478	50	50	1473	50	50	14	1478	50	50	1473	50	50	14	14	-1	1650	550	17	-1	-1	-1	-1	1350	1350	1350	1350	1350	17	35	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2136	16858	50	-1	8670	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1489	50	50	1484	50	50	14	1489	50	50	1484	50	50	14	15	-1	1662	554	17	-1	-1	-1	-1	1360	1360	1360	1360	1360	17	36	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2137	16979	50	-1	8732	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1500	50	50	1495	50	50	14	1500	50	50	1495	50	50	14	16	-1	1674	558	17	-1	-1	-1	-1	1370	1370	1370	1370	1370	17	36	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2138	17099	50	-1	8794	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1510	50	50	1505	50	50	14	1510	50	50	1505	50	50	14	17	-1	1686	562	17	-1	-1	-1	-1	1380	1380	1380	1380	1380	17	37	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2139	17220	50	-1	8856	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1521	50	50	1516	50	50	14	1521	50	50	1516	50	50	14	18	-1	1698	566	17	-1	-1	-1	-1	1390	1390	1390	1390	1390	17	37	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2140	17340	50	-1	8917	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1532	50	50	1527	50	50	14	1532	50	50	1527	50	50	14	19	-1	1710	570	18	-1	-1	-1	-1	1400	1400	1400	1400	1400	18	38	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2141	17461	50	-1	8979	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1542	50	50	1537	50	50	14	1542	50	50	1537	50	50	14	20	-1	1722	574	18	-1	-1	-1	-1	1410	1410	1410	1410	1410	18	38	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2142	17581	50	-1	9041	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1553	50	50	1548	50	50	14	1553	50	50	1548	50	50	14	21	-1	1734	578	18	-1	-1	-1	-1	1420	1420	1420	1420	1420	18	39	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2143	17702	50	-1	9103	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1564	50	50	1559	50	50	14	1564	50	50	1559	50	50	14	22	-1	1746	582	18	-1	-1	-1	-1	1430	1430	1430	1430	1430	18	39	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2144	17822	50	-1	9165	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1574	50	50	1569	50	50	14	1574	50	50	1569	50	50	14	23	-1	1758	586	19	-1	-1	-1	-1	1440	1440	1440	1440	1440	19	39	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2145	17943	50	-1	9227	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1585	50	50	1580	50	50	14	1585	50	50	1580	50	50	14	24	-1	1770	590	19	-1	-1	-1	-1	1450	1450	1450	1450	1450	19	40	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2146	18063	50	-1	9289	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1596	50	50	1590	50	50	14	1596	50	50	1590	50	50	14	25	-1	1782	594	19	-1	-1	-1	-1	1460	1460	1460	1460	1460	19	40	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2147	18184	50	-1	9351	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1606	50	50	1601	50	50	14	1606	50	50	1601	50	50	14	26	-1	1794	598	19	-1	-1	-1	-1	1470	1470	1470	1470	1470	19	41	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2148	18304	50	-1	9413	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1617	50	50	1612	50	50	14	1617	50	50	1612	50	50	14	27	-1	1806	602	20	-1	-1	-1	-1	1480	1480	1480	1480	1480	20	41	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2149	18425	50	-1	9475	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1627	50	50	1622	50	50	14	1627	50	50	1622	50	50	14	28	-1	1818	606	20	-1	-1	-1	-1	1490	1490	1490	1490	1490	20	42	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2150	18545	50	-1	9536	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1638	50	50	1633	50	50	14	1638	50	50	1633	50	50	14	29	-1	1830	610	20	-1	-1	-1	-1	1500	1500	1500	1500	1500	20	42	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2151	18000	-1	-1	18000	-1	-1	120	-1	-1	120	-1	-1	120	-1	-1	120	-1	-1	-1	1888	-1	-1	900	-1	-1	-1	1888	-1	-1	900	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	188	188	188	188	188	-1	58	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3001	22761	88	-1	15331	60	-1	500	30	-1	500	30	-1	500	30	-1	500	30	-1	15	2000	60	60	1400	60	60	60	1890	60	60	1386	60	60	20	-1	-1	1950	830	45	40	-1	-1	-1	3500	3500	3500	3500	3500	88	500	-1	-1	-1	-1	-1	60	60	60	60	-1	-1	-1	-1	-1	-1
3002	12761	88	-1	6565	50	-1	210	12	-1	210	12	-1	210	12	-1	210	12	-1	6	1638	50	50	1122	50	50	12	1638	50	50	1122	50	50	12	-1	-1	1510	1333	21	-1	-1	-1	-1	3500	3500	3500	3500	3500	30	500	-1	-1	-1	-1	-1	50	50	50	50	-1	-1	-1	-1	-1	-1
3003	19761	55	-1	12321	55	-1	220	20	-1	220	20	-1	220	20	-1	220	20	-1	10	1800	55	55	1300	55	55	15	1750	55	55	1235	55	55	15	-1	-1	1840	750	35	-1	-1	-1	-1	175	175	175	175	78	23	45	-1	-1	-1	-1	-1	55	55	55	55	-1	-1	-1	-1	-1	-1
3004	22761	60	-1	15331	60	-1	240	30	-1	240	30	-1	240	30	-1	240	30	-1	15	2000	60	60	1400	60	60	20	1890	60	60	1386	60	60	20	-1	-1	1950	830	45	-1	-1	-1	-1	189	189	189	189	89	28	49	-1	-1	-1	-1	-1	60	60	60	60	-1	-1	-1	-1	-1	-1
3005	22761	80	-1	15331	60	-1	300	30	-1	300	30	-1	300	30	-1	300	30	-1	15	2000	60	60	1400	60	60	20	1890	60	60	1386	60	60	20	-1	-1	1950	830	45	-1	-1	-1	-1	799	799	799	799	799	28	49	-1	-1	-1	-1	-1	60	60	60	60	-1	-1	-1	-1	-1	-1
#雷霆武器衣服																																																																
3006	18888	20	-1	15331	60	-1	500	30	-1	500	30	-1	500	30	-1	500	30	-1	-1	2000	-1	-1	2000	15	-1	-1	2000	-1	60	2000	15	-1	20	-1	-1	800	500	-1	-1	-1	-1	-1	1000	1000	1000	1000	1000	-1	-1	-1	-1	-1	-1	-1	60	60	60	60	-1	-1	-1	-1	-1	-1
#通天武器衣服																																																																
3007	22761	30	-1	15331	60	-1	400	30	-1	400	30	-1	400	30	-1	400	30	-1	20	3000	20	20	3000	20	20	20	3000	20	60	3000	20	-1	20	-1	-1	1200	800	-1	-1	-1	-1	-1	1500	1500	1500	1500	1500	-1	-1	-1	-1	-1	-1	-1	60	60	60	60	-1	-1	-1	-1	-1	-1
#通天首饰及防具																																																																
3008	22761	-1	-1	9339	65	-1	146	16	-1	146	16	-1	146	16	-1	146	16	-1	-1	1500	-1	-1	1500	-1	-1	-1	1500	-1	65	1500	-1	-1	16	-1	-1	800	500	10	-1	-1	-1	-1	600	600	600	600	600	-1	-1	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
#雷霆首饰及防具																																																																
3009	18888	-1	-1	15331	60	-1	400	30	-1	400	30	-1	400	30	-1	400	30	-1	-1	1200	-1	-1	1200	-1	-1	-1	1200	-1	60	1200	-1	-1	20	-1	-1	500	300	5	-1	-1	-1	-1	400	400	400	400	400	-1	-1	-1	-1	-1	-1	-1	60	60	60	60	-1	-1	-1	-1	-1	-1
#星辰武器衣服																																																																
3010	32761	40	-1	20331	45	-1	300	45	-1	300	45	-1	300	45	-1	300	45	-1	35	5000	35	35	5000	28	35	35	5000	35	65	5000	35	-1	24	-1	-1	2000	1200	-1	-1	-1	-1	-1	2500	2500	2500	2500	2500	50	-1	-1	-1	-1	-1	-1	65	65	65	65	-1	-1	-1	-1	-1	-1
#星辰首饰防具																																																																
3011	32761	-1	-1	25331	70	-1	320	55	-1	320	55	-1	320	55	-1	320	55	-1	-1	2500	-1	-1	2500	-1	-1	-1	2500	-1	70	2500	-1	-1	28	-1	-1	1500	1000	20	-1	-1	-1	-1	1000	1000	1000	1000	1000	-1	-1	-1	-1	-1	-1	-1	70	70	70	70	-1	-1	-1	-1	-1	-1
#重楼																																																																
3012	32761	-1	-1	30331	75	-1	340	65	-1	340	65	-1	340	65	-1	340	65	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	75	-1	-1	-1	32	-1	-1	800	1200	30	-1	-1	-1	-1	2000	2000	2000	2000	2000	-1	-1	-1	-1	-1	-1	-1	75	75	75	75	-1	-1	-1	-1	-1	-1
#太乙五烟罗																																																																
3013	32761	50	-1	35331	80	-1	360	75	-1	360	75	-1	360	75	-1	360	75	-1	-1	8888	-1	-1	8888	35	-1	-1	8888	-1	80	8888	35	-1	-1	-1	-1	-1	1200	-1	-1	-1	-1	-1	5000	5000	5000	5000	5000	-1	-1	-1	-1	-1	-1	-1	80	80	80	80	-1	-1	-1	-1	-1	-1
#顶级武器																																																																
3014	32761	50	-1	-1	-1	-1	1000	-1	-1	1000	-1	-1	1000	-1	-1	1000	-1	-1	-1	-1	108	-1	-1	-1	-1	-1	-1	108	-1	-1	-1	-1	-1	-1	-1	3000	-1	-1	30	-1	-1	-1	5000	5000	5000	5000	5000	-1	-1	-1	-1	-1	-1	-1	80	80	80	80	-1	-1	-1	-1	-1	-1
#武魂暗器龙魂																																																																
3015	32761	-1	-1	-1	-1	-1	1000	-1	-1	1000	-1	-1	1000	-1	-1	1000	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1		-1	50	-1	-1	-1	-1	2800	2800	2800	2800	2800	-1	-1	-1	-1	-1	-1	-1	80	80	80	80	-1	-1	-1	-1	-1	-1
