INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1018104	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		93	1	44	60	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018105	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		94	1	44	70	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018106	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		95	1	44	80	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018107	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		96	1	44	90	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018108	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		97	1	45	20	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018109	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		98	1	45	30	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018110	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		99	1	45	40	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018111	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		100	1	45	50	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018112	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		101	1	45	60	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018113	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		102	1	45	70	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018114	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		103	1	45	80	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018115	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		104	1	45	90	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018116	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		105	1	46	20	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018117	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		106	1	46	30	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018118	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		107	1	46	40	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018119	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		108	1	46	50	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018120	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		109	1	46	60	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018121	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		110	1	46	70	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018122	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		111	1	46	80	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018123	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		112	1	46	90	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018124	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		113	1	47	20	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
1018125	101	10	0	1	0	1	215	284	段延庆任务	    去找%n打听详细的情况。#r#G注意：放弃此任务将会损失2点关系值，并且在15分钟内不能接受任何剧情回圈任务。	    听云中鹤说，%n对段正明兄弟似乎颇有不满之辞，此人也许能为我所用。你能帮我打听一下详细情况吗？	1	#{RW_20080321_05}	#{RW_20080321_06}			2	段延庆		114	1	47	30	-1	-1	-1	0	0	94	1	你和段延庆的关系上升了1点。	2	你和段延庆的关系下降了2点。	91	900	    你曾有过放弃任务的行为，我不得不花些时间来考虑，是否要继续请你帮忙。																																											
